ID_INVENTARIO,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,DIRECCION_ESTABLECIMIENTO,UBIGEO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_PROVINCIA,PROVINCIA,CODIGO_DISTRITO,DISTRITO,REPRESENTANTE_LEGAL,TELEFONO,WEB,CORREO_ELECTRONICO,CLASE,CATEGORIA,CONSTANCIA_CERTIFICADO,FECHA_EXPEDIENTE,HABITACIONES,CAMAS,CAMAS_POR_HABITACION,ESTADO,FECHA_CORTE
EST-00271,10476293184,SABOYA MOZOMBITE ROCIO DEL PILAR,SHAPINGO WASI ECO LODGE,FERNANDO BELAUNDE TERRY KILOMETRO 1.2,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,6BC3997C7D43,934953589,WWW.SHAPINGOWASILODGE.COM,SHAPINGOWASIECOLODGE@GMAIL.COM,ALBERGUE,SIN CATEGORIA,015-2022,20220621,9,17,1.9,ACTIVO,20260609
EST-00272,10010451081,FERNANDEZ VARGAS GERARDO,SELVA BELLA HOSTAL,ANGAIZA 1101,220801,22,SAN MARTIN,08,RIOJA,01,RIOJA,D83728CAF0D0,42599834,WWW.SELVABELLAHOSTAL.COM,RESERVACIONES@SELVABELLAHOSTAL.COM,HOSTAL,3 ESTRELLAS,006-2014,20140526,18,29,1.6,ACTIVO,20260609
EST-00273,20493891830,SERVICIOS TURISTICOS DEL ALTO MAYO S.A.C.,RIOJA PLAZA HOTEL,ALMIRANTE GRAU 550 01,220801,22,SAN MARTIN,08,RIOJA,01,RIOJA,8B2F8CF3AB39,952601936,WWW.RIOJAPLAZAHOTEL.COM,RIOJAPLAZAHOTEL79@HOTMAIL.COM,HOTEL,3 ESTRELLAS,001-2015,20220107,36,72,2,ACTIVO,20260609
EST-00274,20450199771,CORPORACION TURISTICA LAS ORQUIDEAS S.A.C,HOTEL ROCIO,GRAU 599,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,C44F9CB7B967,929888293,NO REGISTRADO,HOTELROCIOMOYOBAMBA@HOTMAIL.COM,HOTEL,2 ESTRELLAS,005-2014,20140526,27,32,1.2,ACTIVO,20260609
EST-00275,20488871634,EMP. DE SERVICIOS TURISTICOS RIOJA EIRL,GRAN BOMBONAJE RIOJA HOTEL,FAUSTINO MALDONADO 515,220801,22,SAN MARTIN,08,RIOJA,01,RIOJA,902268377E5C,942663539,WWW.GRANBOMBONAJE.COM.PE,RESERVAS@GRANBOMBONAJE.COM.PE,HOTEL,3 ESTRELLAS,007-2016,20160609,32,50,1.6,ACTIVO,20260609
EST-00276,10003719117,BRITO BAIQUE ROBERTH WILSON,RBB BRITO,PERU 102,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,936B7CEADE7D,953712841,WWW.RBBBRITOHOTEL.PE,RESERVAS@RBBBRITOHOTEL.PE,HOTEL,4 ESTRELLAS,014-2023,20230918,54,111,2.1,ACTIVO,20260609
EST-00277,10009900425,PAIMA MENDOZA ROSARIO,ALBERGUE TURISTICO CHARITO,COMUNIDAD SANAMBO SECTOR SANTA ROSA,220604,22,SAN MARTIN,06,MARISCAL CACERES,04,PACHIZA,016305055AF8,927545227,NO REGISTRADO,MADEPI_20@HOTMAIL.COM,ALBERGUE,SIN CATEGORIA,024 - 2022,20221221,6,13,2.2,ACTIVO,20260609
EST-00278,10011550369,ALVARADO SALAZAR CANDELARIA ISIDORA,ANGAIZA,ANGAIZA 1160 RIOJA,220801,22,SAN MARTIN,08,RIOJA,01,RIOJA,1D6B628A16FA,943050191,NO REGISTRADO,CANDY_13AR@HOTMAIL.COM,HOSTAL,2 ESTRELLAS,12,20220323,10,16,1.6,ACTIVO,20260609
EST-00279,20606994690,AROMAZ TRAVEL S.A.C.,AMAZONIC PLAZA,20 DE ABRIL 168 MOYOBAMBA,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,7C5CA3EC54CF,42607690,NO REGISTRADO,HPAMAZONIC@GMAIL.COM,HOTEL,3 ESTRELLAS,14,20220527,40,60,1.5,ACTIVO,20260609
EST-00280,20542318148,INMOBILIARIA E INVERSIONES CUBAS E.I.R.L.,HOTEL CUBAS,SAN LUIS 248 NUEVA CAJAMARCA,220804,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,0881F230CC11,995747139,NO REGISTRADO,CTORRESHANS@GMAIL.COM,HOTEL,2 ESTRELLAS,011-2023,20230519,21,24,1.1,ACTIVO,20260609
